gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,4,Blue,bot,JackeyLove,oe:player:c54e1090ef1faa736b12493051c4855,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Varus,Talon,Rakan,Xin Zhao,LeBlanc,Lulu,1784,1,6,2,3,12,8,,,,,,0,,,0.4036,0.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16323,548.9798,0.231561,354.3161,,16,0.5381,15,0.5045,8,45,1.5135,13547,9632,323.9462,0.255714,12235,,,,16,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,5,Blue,sup,Zhuo,oe:player:e78da55d6db43d982f841204a8e51ac,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Braum,Talon,Rakan,Xin Zhao,LeBlanc,Lulu,1784,1,0,3,9,12,8,,,,,,0,,,0.4036,0.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4227,142.1637,0.0599705,400.7960,,56,1.8834,8,0.2691,18,85,2.8587,7076,3161,106.3117,0.0839202,6210,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,6,Red,top,Biubiu,oe:player:445af96e9e883e18105c9c6072d97a1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Gragas,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,1784,0,2,4,3,8,12,,,,,,0,,,0.2691,0.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9159,308.0381,0.159106,949.3049,,16,0.5381,11,0.3700,11,35,1.1771,9672,5757,193.6211,0.20535,9559,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,7,Red,jng,View,oe:player:4351cfebe4b61d8aa5efa1d02071000,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Viego,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,1784,0,2,1,5,8,12,,,,,,0,,,0.2691,0.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7604,255.7399,0.13209,922.0964,,11,0.3700,11,0.3700,7,32,1.0762,9330,5415,182.1188,0.193151,9264,,,,151,106,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,8,Red,mid,Shanks,oe:player:0e2f0d3ded24c190dd6a4b3d6f89f04,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Viktor,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,1784,0,1,0,4,8,12,,,,,,0,,,0.2691,0.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25004,840.9417,0.434361,257.7242,,12,0.4036,6,0.2018,3,24,0.8072,11280,7365,247.7018,0.262707,11175,,,,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,9,Red,bot,Stay,oe:player:467ffafc4dfede41aaab8e7159b87b2,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Aphelios,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,1784,0,1,3,5,8,12,,,,,,0,,,0.2691,0.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11638,391.4126,0.202172,501.1547,,13,0.4372,9,0.3027,9,29,0.9753,10524,6609,222.2758,0.235741,9939,,,,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,10,Red,sup,Kedaya,oe:player:62d1d2c0621eeca66249a9c7d8ee4f1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Leona,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,1784,0,2,4,5,8,12,,,,,,1,,,0.2691,0.6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160,139.9103,0.0722712,540.7735,,43,1.4462,12,0.4036,13,63,2.1188,6804,2889,97.1637,0.10305,6744,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,100,Blue,team,,,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,,Talon,Rakan,Xin Zhao,LeBlanc,Lulu,1784,1,12,8,36,12,8,,,,,0,,,,0.4036,0.6726,,4,1,,,,,,,,,4,,,,,,,1,0,,9,3,,,,,2,0,70489,2370.7063,,2835.0336,,138,4.6413,63,2.1188,46,296,9.9552,57242,37667,1266.8274,,49185,0.0522396,,,222,147,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 10:16:30,2,12.01,200,Red,team,,,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,1784,0,8,12,22,8,12,,,,,1,,,,0.2691,0.6726,,1,4,,,,,,,,,1,,,,,,,0,1,,3,9,,,,,0,2,57566,1936.0762,,3171.0874,,95,3.1951,49,1.6480,43,183,6.1547,47610,28035,942.8812,,46681,-0.0522396,,,170,125,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,1,Blue,top,Biubiu,oe:player:445af96e9e883e18105c9c6072d97a1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Gragas,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,1608,0,0,3,1,6,13,,,,,,0,,,0.2239,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7020,261.9403,0.191008,747.8731,,14,0.5224,4,0.1493,7,31,1.1567,8008,4452,166.1194,0.180243,7770,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,2,Blue,jng,View,oe:player:4351cfebe4b61d8aa5efa1d02071000,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Viego,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,1608,0,0,3,4,6,13,,,,,,0,,,0.2239,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3562,132.9104,0.0969195,854.9627,,10,0.3731,12,0.4478,7,40,1.4925,7686,4130,154.1045,0.167207,7015,,,,121,76,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,3,Blue,mid,Shanks,oe:player:0e2f0d3ded24c190dd6a4b3d6f89f04,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,LeBlanc,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,1608,0,3,1,3,6,13,,,,,,0,,,0.2239,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12503,466.5299,0.340201,554.4403,,17,0.6343,9,0.3358,3,37,1.3806,10665,7109,265.2612,0.287812,10580,,,,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,4,Blue,bot,Stay,oe:player:467ffafc4dfede41aaab8e7159b87b2,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Aphelios,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,1608,0,2,3,4,6,13,,,,,,0,,,0.2239,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11234,419.1791,0.305673,369.4776,,13,0.4851,7,0.2612,10,26,0.9701,9732,6176,230.4478,0.25004,9150,,,,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,5,Blue,sup,Kedaya,oe:player:62d1d2c0621eeca66249a9c7d8ee4f1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Lulu,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,1608,0,1,3,5,6,13,,,,,,0,,,0.2239,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433,90.7836,0.0661986,452.0522,,33,1.2313,9,0.3358,8,53,1.9776,6389,2833,105.7090,0.114698,6180,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,6,Red,top,Zoom,oe:player:4252b72e6ebcd4d4b4c2e46a786f03d,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Sett,Talon,Corki,Rakan,Ryze,Twisted Fate,1608,1,3,0,6,13,6,,,,,,0,,,0.4851,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,298.8806,0.135336,564.9627,,7,0.2612,7,0.2612,4,24,0.8955,11432,7876,293.8806,0.228667,9865,,,,16,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,7,Red,jng,Xiaopeng,oe:player:6153202dbcbf80f722f7449f61ce2c5,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Xin Zhao,Talon,Corki,Rakan,Ryze,Twisted Fate,1608,1,1,1,9,13,6,,,,,,1,,,0.4851,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230,269.7761,0.122164,805.1119,,11,0.4104,9,0.3358,10,33,1.2313,9427,5871,219.0672,0.170456,8390,,,,126,84,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,8,Red,mid,knight,oe:player:ed29043422e3c515e1cb292464b990b,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Viktor,Talon,Corki,Rakan,Ryze,Twisted Fate,1608,1,3,2,8,13,6,,,,,,0,,,0.4851,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21737,811.0821,0.367272,305.6343,,13,0.4851,8,0.2985,6,32,1.1940,11782,8226,306.9403,0.238829,11169,,,,24,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,9,Red,bot,JackeyLove,oe:player:c54e1090ef1faa736b12493051c4855,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Jinx,Talon,Corki,Rakan,Ryze,Twisted Fate,1608,1,5,1,7,13,6,,,,,,0,,,0.4851,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18791,701.1567,0.317504,401.1194,,10,0.3731,12,0.4478,5,32,1.1940,12931,9375,349.8134,0.272188,10614,,,,22,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,10,Red,sup,Zhuo,oe:player:e78da55d6db43d982f841204a8e51ac,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Nautilus,Talon,Corki,Rakan,Ryze,Twisted Fate,1608,1,1,2,4,13,6,,,,,,0,,,0.4851,0.7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416,127.4627,0.057724,324.7761,,49,1.8284,11,0.4104,14,77,2.8731,6651,3095,115.4851,0.0898599,5315,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,100,Blue,team,,,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,1608,0,6,13,17,6,13,,,,,0,,,,0.2239,0.7090,,2,1,,,,,,,,,2,,,,,,,0,1,,3,10,,,,,0,2,36752,1371.3433,,2978.8433,,87,3.2463,41,1.5299,35,188,7.0149,42480,24700,921.6418,,40695,-0.108265,,,140,94,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422-8422_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=8422,LPL,2022,Spring,0,2022-01-19 11:04:46,3,12.01,200,Red,team,,,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,,Talon,Corki,Rakan,Ryze,Twisted Fate,1608,1,13,6,34,13,6,,,,,1,,,,0.4851,0.7090,,1,2,,,,,,,,,1,,,,,,,1,0,,10,3,,,,,2,0,59185,2208.3955,,2401.6045,,90,3.3582,47,1.7537,39,197,7.3507,52223,34443,1285.1866,,45353,0.108265,,,187,115,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,1,Blue,top,Rascal,oe:player:9daf04bfd9c8815cc827414f59f45af,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Akali,Caitlyn,Karma,Xin Zhao,Tryndamere,Gwen,2311,1,3,1,4,12,7,0,0,0,0,0,0,0,0,0.3116,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,23260,603.8944,0.355391,610.4890,475.8460,12,0.3116,11,0.2856,8,42,1.0904,14304,9314,241.8174,0.223336,12700,,318,294,24,,,8.2562,3251,4734,85,3331,4832,90,-80,-98,-5,0,0,0,0,0,0,5038,7578,135,5101,7636,146,-63,-58,-11,0,0,0,0,0,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,2,Blue,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jarvan IV,Caitlyn,Karma,Xin Zhao,Tryndamere,Gwen,2311,1,1,1,9,12,7,0,0,0,0,0,0,0,0,0.3116,0.4933,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,1,0,6641,172.4189,0.101468,633.5958,864.3531,17,0.4414,28,0.7270,15,82,2.1289,11590,6600,171.3544,0.158259,10475,,210,56,154,,,5.4522,3142,3621,70,3355,3825,72,-213,-204,-2,0,0,0,0,1,0,4853,5472,110,5113,5592,103,-260,-120,7,0,0,0,1,1,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,3,Blue,mid,Aria,oe:player:2e82913920d8a6d0efa480bc35f1ba8,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Orianna,Caitlyn,Karma,Xin Zhao,Tryndamere,Gwen,2311,1,3,2,7,12,7,0,0,0,0,1,1,0,0,0.3116,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8347,216.7114,0.127534,346.2657,200.0433,25,0.6491,11,0.2856,14,50,1.2981,13292,8302,215.5431,0.19907,12035,,278,259,19,,,7.2177,3513,4636,81,3651,4724,89,-138,-88,-8,1,0,1,1,0,1,5153,6975,127,5699,8064,153,-546,-1089,-26,1,0,2,1,0,1
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Aphelios,Caitlyn,Karma,Xin Zhao,Tryndamere,Gwen,2311,1,5,2,4,12,7,2,0,0,0,0,0,0,0,0.3116,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,23916,620.9260,0.365414,321.4193,454.7642,18,0.4673,19,0.4933,8,66,1.7135,19711,14721,382.1982,0.352985,17850,,459,419,40,,,11.9169,3487,3351,102,3281,3108,85,206,243,17,0,0,0,0,0,0,6363,6268,165,5074,5451,145,1289,817,20,0,0,0,0,0,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Lulu,Caitlyn,Karma,Xin Zhao,Tryndamere,Gwen,2311,1,0,1,9,12,7,0,0,0,0,0,0,0,0,0.3116,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,3285,85.2878,0.0501918,222.7607,74.9026,63,1.6357,10,0.2596,19,91,2.3626,7757,2767,71.8390,0.0663507,6575,,14,14,0,,,0.3635,2165,2900,2,2275,3057,2,-110,-157,0,0,0,0,0,1,0,3087,3459,5,3327,4483,3,-240,-1024,2,0,0,0,0,2,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,6,Red,top,DuDu,oe:player:6e6a78244523ed9e54731d07d1f79f4,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Gragas,Renekton,Twisted Fate,Kalista,Vex,Ryze,2311,0,0,1,1,7,12,0,0,0,0,0,0,0,0,0.1817,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10079,261.6789,0.17504,728.5937,869.7534,16,0.4154,12,0.3116,11,48,1.2462,12887,7897,205.0281,0.205095,12625,,322,294,28,,,8.3600,3331,4832,90,3251,4734,85,80,98,5,0,0,0,0,0,0,5101,7636,146,5038,7578,135,63,58,11,0,0,0,0,0,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,7,Red,jng,OnFleek,oe:player:e35d06a0430095562086a40a2676d8e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Viego,Renekton,Twisted Fate,Kalista,Vex,Ryze,2311,0,1,4,4,7,12,0,0,0,0,0,0,0,0,0.1817,0.4933,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,1,6240,162.0078,0.108369,851.5015,756.0883,16,0.4154,36,0.9347,15,105,2.7261,11333,6343,164.6820,0.164737,10800,,213,46,167,,,5.5301,3355,3825,72,3142,3621,70,213,204,2,0,1,0,0,0,0,5113,5592,103,4853,5472,110,260,120,-7,1,1,0,0,0,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,8,Red,mid,Karis,oe:player:498246d6c44175256a07ed5f322c817,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Corki,Renekton,Twisted Fate,Kalista,Vex,Ryze,2311,0,4,4,2,7,12,0,0,0,0,0,0,0,1,0.1817,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,19791,513.8295,0.343707,379.8356,316.7720,17,0.4414,9,0.2337,15,38,0.9866,15130,10140,263.2627,0.263348,14925,,309,293,16,,,8.0225,3651,4724,89,3513,4636,81,138,88,8,1,0,1,1,0,1,5699,8064,153,5153,6975,127,546,1089,26,1,0,1,1,0,2
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,9,Red,bot,SamD,oe:player:bc4f68ea698f26bb1e2f6d34f900f57,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jhin,Renekton,Twisted Fate,Kalista,Vex,Ryze,2311,0,2,2,1,7,12,0,0,0,0,0,0,0,0,0.1817,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9273,240.7529,0.161043,373.0593,138.8230,20,0.5193,16,0.4154,9,48,1.2462,16379,11389,295.6902,0.295786,14875,,406,374,32,,,10.5409,3281,3108,85,3487,3351,102,-206,-243,-17,0,0,0,0,0,0,5074,5451,145,6363,6268,165,-1289,-817,-20,0,0,0,0,0,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,10,Red,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Yuumi,Renekton,Twisted Fate,Kalista,Vex,Ryze,2311,0,0,1,6,7,12,0,0,0,0,0,0,0,0,0.1817,0.4933,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,12198,316.6941,0.211841,103.4877,50.9909,62,1.6097,2,0.0519,18,83,2.1549,7725,2735,71.0082,0.0710339,7710,,6,6,0,,,0.1558,2275,3057,2,2165,2900,2,110,157,0,0,1,0,0,0,0,3327,4483,3,3087,3459,5,240,1024,-2,0,2,0,0,0,0
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,Caitlyn,Karma,Xin Zhao,Tryndamere,Gwen,2311,1,12,7,33,12,7,2,0,0,0,1,,,,0.3116,0.4933,1,3,2,3,2,1,1,0,1,0,0,,0,0,1,2,0,0,0,1,1,7,3,1,1,5,0,1,0,65449,1699.2384,,2134.5305,2069.9091,135,3.5050,79,2.0511,64,331,8.5937,66654,41705,1082.7780,,59635,-0.0215642,,1042,237,,,33.2064,15558,19242,340,15893,19546,338,-335,-304,2,1,0,1,1,2,1,24494,29752,542,24314,31226,550,180,-1474,-8,1,0,2,2,3,1
ESPORTSTMNT01_2693854,complete,,LCK,2022,Spring,0,2022-01-19 11:06:38,1,12.01,200,Red,team,,,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,,Renekton,Twisted Fate,Kalista,Vex,Ryze,2311,0,7,12,14,7,12,0,0,0,0,0,,,,0.1817,0.4933,0,2,3,2,3,0,0,0,2,0,0,,0,0,0,0,2,1,1,0,0,3,7,0,0,0,5,0,1,57581,1494.9632,,2436.4777,2132.4275,131,3.4011,75,1.9472,68,322,8.3600,63454,38505,999.6971,,60935,0.0215642,,1013,243,,,32.6093,15893,19546,338,15558,19242,340,335,304,-2,1,2,1,1,0,1,24314,31226,550,24494,29752,542,-180,1474,8,2,3,1,1,0,2
8423-8423_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=8423,LPL,2022,Spring,0,2022-01-19 12:12:20,1,12.01,1,Blue,top,Ale,oe:player:f40f1b0923c35568f417aef1e01ca6b,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Jayce,LeBlanc,Gwen,Nidalee,Rakan,Gragas,1799,1,1,3,5,17,4,,,,,,0,,,0.5670,0.7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15540,518.2879,0.252639,415.5642,,13,0.4336,6,0.2001,6,32,1.0673,12258,8312,277.2207,0.190616,11319,,,,40,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423-8423_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=8423,LPL,2022,Spring,0,2022-01-19 12:12:20,1,12.01,2,Blue,jng,Tarzan,oe:player:62922f2b370657a966de4d84f5586bf,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Diana,LeBlanc,Gwen,Nidalee,Rakan,Gragas,1799,1,8,0,7,17,4,,,,,,0,,,0.5670,0.7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16979,566.2813,0.276043,545.8699,,9,0.3002,7,0.2335,8,48,1.6009,14100,10154,338.6548,0.232856,12740,,,,197,108,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423-8423_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=8423,LPL,2022,Spring,0,2022-01-19 12:12:20,1,12.01,3,Blue,mid,Doinb,oe:player:9b73925063fe3714ebb4e8c10f551c0,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Renekton,LeBlanc,Gwen,Nidalee,Rakan,Gragas,1799,1,2,0,10,17,4,,,,,,0,,,0.5670,0.7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11929,397.8544,0.19394,987.7487,,3,0.1001,12,0.4002,2,35,1.1673,14139,10193,339.9555,0.233751,13209,,,,11,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423-8423_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=8423,LPL,2022,Spring,0,2022-01-19 12:12:20,1,12.01,4,Blue,bot,Light,oe:player:3c4d21c7addb20fea3fec30418ac3d3,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Jinx,LeBlanc,Gwen,Nidalee,Rakan,Gragas,1799,1,5,0,7,17,4,,,,,,0,,,0.5670,0.7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14463,482.3680,0.235143,307.1039,,13,0.4336,9,0.3002,4,36,1.2007,15199,11253,375.3085,0.258058,13599,,,,44,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
